ID,Year,Avg ADI,Max ADI,Min ADI,SVI1,SVI3,SVI4,SVI,MDI
19172017,2017,77.375,93,42,0.518866667,0.202722222,0.501355556,0.463585185,14.16
13272020,2020,38.95,68,17,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
31432017,2017,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
61412020,2020,84.90909091,93,75,0.63055,0.2751,0.625072222,0.496166667,14.16
24182018,2018,74.83333333,100,43,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
65192021,2021,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
32742018,2018,76,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
76552020,2020,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
30572019,2019,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
32082019,2019,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
18542021,2021,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
55082019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
55242017,2017,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
55722019,2019,81.55555556,100,49,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
32742019,2019,76,100,40,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
41492018,2018,81.55555556,100,49,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
80212017,2017,66.73333333,90,36,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
52672019,2019,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,15.39
80362021,2021,56.81818182,98,17,0.543782738,0.487894048,0.406445238,0.486645833,14.69
73082018,2018,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
3832017,2017,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
36392017,2017,63,63,63,0.393015385,0.096069231,0.543069231,0.392561538,14.16
28792018,2018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
18882018,2018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
71652021,2021,36.26315789,58,13,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
5632017,2017,66.59375,96,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
27672019,2019,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,15.39
50562019,2019,75.3,87,64,-99.52933,0.23094,-99.3484,-99.47561,14.16
5022020,2020,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
16892021,2021,38.91304348,98,16,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
28832018,2018,75,92,60,0.468933333,0.073683333,0.597366667,0.472016667,14.16
4892020,2020,36.33333333,89,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
33412017,2017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
14502020,2020,71,87,48,0.530916667,0.093941667,0.610875,0.513091667,14.16
29722020,2020,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
292020,2020,61.18181818,80,48,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
76572018,2018,76.4,93,55,0.56872,0.06328,0.54988,0.52908,14.16
89602017,2017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
24162020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
39802019,2019,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
96112017,2017,66.7,85,36,0.320495238,0.160247619,0.459319048,0.325161905,14.16
55492017,2017,67.625,96,52,0.530916667,0.093941667,0.610875,0.513091667,14.16
53182020,2020,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
4702021,2021,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
26782017,2017,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,15.39
76952020,2020,48.86363636,96,20,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
8742017,2017,78.875,92,66,0.568536364,0.120554545,0.512072727,0.508172727,14.16
86612018,2018,38.72727273,57,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
49562018,2018,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
77332021,2021,51.62962963,82,10,0.543782738,0.487894048,0.406445238,0.486645833,14.81
3172018,2018,56.5,87,39,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
53002017,2017,75.57894737,95,47,0.6481625,0.0942,0.51075,0.5544,14.16
49652019,2019,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
52082020,2020,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
24472018,2018,80,85,77,0.491384615,0.126715385,0.580538462,0.468,14.16
21562018,2018,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
71742018,2018,76.56666667,100,35,0.459538,0.15345,0.390582,0.377176,14.16
55012018,2018,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
77512017,2017,74.9,100,32,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
31892019,2019,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
41952019,2019,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
7942019,2019,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
59822019,2019,62.46153846,84,22,0.38214,0.11101,0.52928,0.36114,15.39
53502019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
38542018,2018,61.9375,99,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
71922021,2021,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
41102021,2021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
41452017,2017,61.9375,99,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
622020,2020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
80662021,2021,59.81818182,81,41,0.520988889,0.158866667,0.426077778,0.414422222,15.39
83332021,2021,47.11111111,85,14,0.543782738,0.487894048,0.406445238,0.486645833,14.69
49932020,2020,54.14285714,100,23,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
84862018,2018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
23782019,2019,57.16666667,78,32,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
18452021,2021,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
58672019,2019,88.11111111,99,75,0.52862,0.09124,0.62682,0.51598,14.16
7062018,2018,81.23529412,100,45,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
14212021,2021,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
47952019,2019,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
2762021,2021,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
40182018,2018,51.42857143,66,36,0.233686957,0.196252174,0.383752174,0.25236087,14.16
3122017,2017,54.2,80,31,0.38214,0.11101,0.52928,0.36114,14.16
23762019,2019,35.66666667,51,26,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
32372017,2017,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
74452021,2021,81.55555556,100,49,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
28582019,2019,84.88888889,96,71,0.518866667,0.202722222,0.501355556,0.463585185,14.16
14002018,2018,56.39130435,96,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
21452018,2018,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
44992018,2018,61.83333333,90,45,0.233686957,0.196252174,0.383752174,0.25236087,15.39
52572017,2017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
25452017,2017,36.33333333,89,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
90702019,2019,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
53432018,2018,56.5,87,39,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
63902018,2018,88.92857143,100,61,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
3802018,2018,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
30342019,2019,90.44444444,100,74,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
56352017,2017,78.625,94,53,0.588,0.0651,0.49582,0.5049,14.16
17312018,2018,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
41232020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
68542021,2021,65.76,100,32,0.338725806,0.222064516,0.459270968,0.3231,14.69
10792017,2017,75.57894737,95,47,0.6481625,0.0942,0.51075,0.5544,15.39
25742021,2021,81.93333333,100,61,0.543782738,0.487894048,0.406445238,0.486645833,14.69
6322018,2018,72.81818182,100,35,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
21252020,2020,65.10526316,99,25,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
58052017,2017,82.44444444,97,59,0.65664,0.12088,0.65854,0.6392,14.16
76782019,2019,66.59375,96,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
29802018,2018,84.85,100,65,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
45772019,2019,48.36363636,90,25,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
44032017,2017,82.8125,100,63,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
63972021,2021,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
29302017,2017,46.5,53,40,0.459538,0.15345,0.390582,0.377176,15.39
69462017,2017,81.55555556,100,49,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
32472021,2021,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
59562017,2017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
45812020,2020,43.42307692,79,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
86272019,2019,85.1,97,70,0.71088,0.08204,0.60966,0.62868,14.16
63632019,2019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
22592017,2017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
39432017,2017,71.58333333,94,54,0.488591803,0.451765574,0.481355738,0.491429508,14.16
38242017,2017,71.58333333,94,54,0.488591803,0.451765574,0.481355738,0.491429508,14.16
35712021,2021,52.69565217,80,26,0.281248276,0.281334483,0.50802069,0.375465517,14.16
39242019,2019,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
20012021,2021,67.48717949,100,13,0.543782738,0.487894048,0.406445238,0.486645833,14.69
29512018,2018,81.23529412,100,45,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
29372018,2018,74.83333333,100,43,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
23402019,2019,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
60462018,2018,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
39862018,2018,86,86,86,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
4712017,2017,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
48442017,2017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
48292021,2021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
51362020,2020,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
90782018,2018,66.14285714,93,49,0.281248276,0.281334483,0.50802069,0.375465517,14.16
61732019,2019,77.25,85,69,0.432283333,0.07975,0.568616667,0.432433333,14.16
13712018,2018,70.52173913,96,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
45482019,2019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
87202017,2017,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
13472018,2018,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
62722019,2019,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
50102021,2021,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
73222018,2018,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
29642021,2021,38.95,68,17,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
84752017,2017,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
40112020,2020,75.57894737,95,47,0.6481625,0.0942,0.51075,0.5544,14.16
51082020,2020,66.7,85,36,0.320495238,0.160247619,0.459319048,0.325161905,14.16
34412018,2018,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,14.16
78892017,2017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
29212021,2021,78.5,92,56,0.52862,0.09124,0.62682,0.51598,14.16
76062018,2018,77.13333333,98,41,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
39572018,2018,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
4182018,2018,73.1,94,55,0.381288889,0.112755556,0.484477778,0.358405556,14.16
90542019,2019,58.13333333,100,37,0.459538,0.15345,0.390582,0.377176,15.39
11402020,2020,70.52173913,96,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
78602017,2017,68.1,89,54,0.518866667,0.202722222,0.501355556,0.463585185,14.16
41892021,2021,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
3862021,2021,83.28571429,99,63,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
21922018,2018,66.85714286,100,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
72682017,2017,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
6582018,2018,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
51932018,2018,48.29166667,92,14,#N/A,#N/A,#N/A,#N/A,18.8
25762019,2019,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
92192019,2019,84.85,100,65,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
96332019,2019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
94202021,2021,48.64285714,85,19,0.543782738,0.487894048,0.406445238,0.486645833,14.69
37612020,2020,71.58333333,94,54,0.488591803,0.451765574,0.481355738,0.491429508,15.39
4862021,2021,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
27922019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
29942021,2021,48.6,74,18,0.233686957,0.196252174,0.383752174,0.25236087,14.16
30412018,2018,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
87842020,2020,62.76923077,79,48,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
22642021,2021,57.16666667,78,32,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
4722017,2017,74.9,100,32,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
71982020,2020,69.47826087,93,23,0.528523077,0.176961538,0.652553846,0.560707692,14.16
6842019,2019,63.4,90,34,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
34092021,2021,58.13333333,100,37,0.459538,0.15345,0.390582,0.377176,14.16
21082019,2019,95.625,100,88,-64.95274448,-61.73817408,-63.50336224,-64.98671904,15.39
67872017,2017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
51882019,2019,84.83333333,100,65,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
43352017,2017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
73142019,2019,77.25,85,69,0.432283333,0.07975,0.568616667,0.432433333,14.16
6342019,2019,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
1792017,2017,88,100,70,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
17252020,2020,58.8,71,45,-62.03813125,0.2024125,-61.84456875,-62.0160375,15.39
18922019,2019,55.61111111,99,32,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
26552019,2019,82.18181818,99,61,0.6481625,0.0942,0.51075,0.5544,#N/A
6112017,2017,72.84615385,87,58,-62.03813125,0.2024125,-61.84456875,-62.0160375,14.16
85502019,2019,58.13333333,100,37,0.459538,0.15345,0.390582,0.377176,15.39
54872019,2019,80.18181818,96,61,0.6481625,0.0942,0.51075,0.5544,14.16
45562019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
54302017,2017,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
76882018,2018,84.85,100,65,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
56712021,2021,63.33333333,74,54,0.488591803,0.451765574,0.481355738,0.491429508,14.16
1002018,2018,70.52173913,96,42,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
43642017,2017,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
71312019,2019,56.45454545,85,37,0.459538,0.15345,0.390582,0.377176,14.16
44832019,2019,83.28571429,99,63,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
22302020,2020,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
48992019,2019,30.2,35,22,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
51162017,2017,46.5,83,27,0.233686957,0.196252174,0.383752174,0.25236087,14.16
19282019,2019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
30662020,2020,55.14285714,70,39,-62.03813125,0.2024125,-61.84456875,-62.0160375,14.16
11302020,2020,84.85,100,65,-14.36058806,-14.49820224,-14.44270075,-14.38701269,14.16
96732021,2021,47.11111111,85,14,0.543782738,0.487894048,0.406445238,0.486645833,14.69
27512017,2017,42.95833333,98,19,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
93642020,2020,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
96692017,2017,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
40472020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
59712020,2020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
27442020,2020,49.41666667,75,27,0.40166,0.19984,0.58588,0.40802,14.16
31372021,2021,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
25272021,2021,80,85,77,0.491384615,0.126715385,0.580538462,0.468,14.16
58142021,2021,66.85714286,100,31,0.320495238,0.160247619,0.459319048,0.325161905,14.16
52362019,2019,74.75,86,59,0.71088,0.08204,0.60966,0.62868,14.16
52812021,2021,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
30042021,2021,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
49562019,2019,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
26532017,2017,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
16762020,2020,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
41612017,2017,51.8125,88,35,0.520988889,0.158866667,0.426077778,0.414422222,14.16
5372021,2021,67.5,88,44,0.63055,0.2751,0.625072222,0.496166667,14.16
32242020,2020,68.5,96,43,0.489333333,0.088433333,0.570116667,0.473,14.16
13072020,2020,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
22622019,2019,68.25,89,21,0.468933333,0.073683333,0.597366667,0.472016667,14.16
35292017,2017,61.58823529,81,47,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
23082021,2021,51.5,65,37,-20.12283663,-16.09514568,-24.2851358,-28.37673745,#N/A
30032019,2019,42.5,76,18,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
57602021,2021,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
922020,2020,38.95,68,17,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
71292021,2021,75.36,100,43,0.543782738,0.487894048,0.406445238,0.486645833,14.69
54052020,2020,48.86363636,96,20,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
37802021,2021,62.76923077,79,48,-41.16701667,0.167404167,-41.20337917,-41.25182917,15.39
61892020,2020,45.6,72,23,0.29455,0.1097375,0.3734375,0.2682125,15.39
55602018,2018,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
89542018,2018,36,53,23,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
872021,2021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
6282017,2017,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
38412018,2018,83.2,93,71,0.52862,0.09124,0.62682,0.51598,14.16
25032018,2018,66.5,95,38,0.381288889,0.112755556,0.484477778,0.358405556,14.16
13442018,2018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
28882017,2017,65.19354839,100,4,-64.95274448,-61.73817408,-63.50336224,-64.98671904,15.39
47072020,2020,82.18181818,99,61,0.6481625,0.0942,0.51075,0.5544,14.16
20802019,2019,75.35483871,100,39,0.518866667,0.202722222,0.501355556,0.463585185,14.16
78612019,2019,60.1875,75,34,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
44602019,2019,83.42307692,100,66,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
20272021,2021,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
49962017,2017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
26702017,2017,58.8,71,45,-62.03813125,0.2024125,-61.84456875,-62.0160375,14.16
19552018,2018,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,15.39
722017,2017,71.83870968,100,36,0.281248276,0.281334483,0.50802069,0.375465517,14.16
92832018,2018,66.375,100,35,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
17302018,2018,55.67741935,92,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
27422020,2020,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
66222019,2019,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,15.39
21782020,2020,68.1,89,54,0.518866667,0.202722222,0.501355556,0.463585185,15.39
32062018,2018,77,96,40,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
6982018,2018,63.47058824,88,43,0.281248276,0.281334483,0.50802069,0.375465517,14.16
68932021,2021,61.48275862,100,26,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
10292018,2018,77.375,89,63,0.518866667,0.202722222,0.501355556,0.463585185,14.16
12052019,2019,74.77272727,100,52,0.491384615,0.126715385,0.580538462,0.468,14.16
54332021,2021,75.44,96,46,0.381288889,0.112755556,0.484477778,0.358405556,14.16
38122017,2017,73.1,94,55,0.381288889,0.112755556,0.484477778,0.358405556,14.16
5292020,2020,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,14.16
32502019,2019,82.375,91,65,0.468933333,0.073683333,0.597366667,0.472016667,14.16
37732019,2019,71.2,100,1,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
88642021,2021,88.11111111,99,75,0.52862,0.09124,0.62682,0.51598,14.16
5982017,2017,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
8682017,2017,50.65217391,81,21,0.442555882,0.378157353,0.478402941,0.419713235,15.39
10422020,2020,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
2672018,2018,85.75,100,64,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
78032020,2020,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
7512018,2018,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
72322019,2019,47.25,71,22,0.233686957,0.196252174,0.383752174,0.25236087,14.16
23732020,2020,83.16666667,93,76,0.491384615,0.126715385,0.580538462,0.468,14.16
6972018,2018,83.42307692,100,66,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
36502017,2017,73.85714286,86,60,0.530916667,0.093941667,0.610875,0.513091667,14.16
28962018,2018,71.2,100,1,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
43952019,2019,75,92,60,0.468933333,0.073683333,0.597366667,0.472016667,14.16
73282018,2018,84.90909091,93,75,0.63055,0.2751,0.625072222,0.496166667,14.16
34272019,2019,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
74112019,2019,53,79,21,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
67732017,2017,61.9375,99,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
51102021,2021,69.97368421,100,35,-21.26631739,0.27228913,-21.27153043,-21.2825087,14.16
1202019,2019,86.42857143,100,63,0.488591803,0.451765574,0.481355738,0.491429508,15.39
20792020,2020,67.25,79,43,-14.36058806,-14.49820224,-14.44270075,-14.38701269,15.39
35162019,2019,73.60714286,93,51,0.320495238,0.160247619,0.459319048,0.325161905,14.16
38732020,2020,49.41666667,75,27,0.40166,0.19984,0.58588,0.40802,14.16
44152019,2019,43.42307692,79,19,-16.84582286,-16.71692314,-19.66273686,-19.6968,14.16
612020,2020,71.58333333,94,54,0.488591803,0.451765574,0.481355738,0.491429508,14.16
33962019,2019,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,14.16
4162017,2017,53.79166667,94,17,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
532019,2019,60.83333333,92,19,-41.16701667,0.167404167,-41.20337917,-41.25182917,14.16
5942020,2020,56.39130435,96,21,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
81302018,2018,50.33333333,65,40,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
46592021,2021,82,93,76,0.432283333,0.07975,0.568616667,0.432433333,14.16
83552019,2019,85.6,96,74,0.6481625,0.0942,0.51075,0.5544,14.16
58212017,2017,55.85714286,71,37,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
83132019,2019,80,85,77,0.491384615,0.126715385,0.580538462,0.468,14.16
24242019,2019,56.15,100,25,-20.12283663,-16.09514568,-24.2851358,-28.37673745,14.16
12902019,2019,51.09090909,90,20,-16.84582286,-16.71692314,-19.66273686,-19.6968,15.39
18892020,2020,84.6,99,62,-35.23665595,-23.3116881,-94.64645238,-94.70366905,15.39
27582020,2020,59.45,86,24,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
10802017,2017,56.41666667,100,32,-20.12283663,-16.09514568,-24.2851358,-28.37673745,15.39
68732017,2017,75.33333333,96,38,0.281248276,0.281334483,0.50802069,0.375465517,15.39
6882017,2017,67.625,96,52,0.530916667,0.093941667,0.610875,0.513091667,14.16
56292019,2019,77.25,85,69,0.432283333,0.07975,0.568616667,0.432433333,14.16
7712018,2018,38.95,68,17,-35.23665595,-23.3116881,-94.64645238,-94.70366905,14.16
83512018,2018,77.88888889,92,54,0.50407,0.11121,0.70789,0.5025,14.16
